,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
11632,tm16584,Destroy All Monsters,MOVIE,G,89,1968,0.0,6.4
11659,tm96136,"Godzilla, King of the Monsters!",MOVIE,,81,1956,0.0,6.3
11664,tm43188,"The World, the Flesh and the Devil",MOVIE,PG,95,1959,0.0,6.8
11668,tm113394,Hearts and Minds,MOVIE,R,112,1975,0.0,8.2
11670,tm87229,News from Home,MOVIE,,85,1977,0.0,7.4
11688,tm135049,The River,MOVIE,,99,1951,0.0,7.4
11707,tm17740,Godzilla vs. Hedorah,MOVIE,PG,85,1971,0.0,6.0
11730,tm78659,Happiness,MOVIE,,79,1965,0.0,7.6
11761,tm93787,The Last Metro,MOVIE,PG,131,1980,0.0,7.4
11774,tm10466,The Trial of Joan of Arc,MOVIE,,62,1963,0.0,7.4
11811,tm131861,Equinox Flower,MOVIE,,118,1958,0.0,7.8
11831,tm113170,Mr. Arkadin,MOVIE,PG,99,1955,0.0,7.2
11854,tm54823,Victim,MOVIE,,100,1961,0.0,7.7
11871,tm187368,Godzilla vs. Megalon,MOVIE,G,82,1973,0.0,4.7
11905,tm188425,Cleopatra Jones,MOVIE,R,89,1973,0.0,5.9
11920,tm103694,Equinox,MOVIE,PG,80,1970,0.0,5.2
11950,tm109142,Godzilla Raids Again,MOVIE,,82,1955,0.0,5.8
11956,tm63352,Ringo and His Golden Pistol,MOVIE,,104,1966,0.0,5.5
11982,tm28200,The Big City,MOVIE,,131,1963,0.0,8.3
12006,tm155263,Love in the Afternoon,MOVIE,R,97,1972,0.0,7.6
12045,tm180597,"Ghidorah, the Three-Headed Monster",MOVIE,,92,1964,0.0,6.5
12074,tm59756,Bells Are Ringing,MOVIE,,126,1960,0.0,6.9
12086,tm58684,Umberto D.,MOVIE,,91,1952,0.0,8.2
12124,tm91404,"One Sings, the Other Doesn't",MOVIE,,120,1977,0.0,7.3
12149,tm107415,Lola Montès,MOVIE,,116,1955,0.0,7.3
12175,tm25647,PT 109,MOVIE,,140,1963,0.0,6.6
12193,tm63812,The Hero,MOVIE,,118,1966,0.0,8.2
12222,tm120886,Designing Woman,MOVIE,,118,1957,0.0,6.7
12247,tm153422,Two English Girls,MOVIE,,132,1971,0.0,7.2
12253,tm13483,The Immortal Story,MOVIE,,63,1968,0.0,7.0
12282,tm152876,Travels with My Aunt,MOVIE,PG,109,1972,0.0,6.3
12288,tm184958,Touki Bouki,MOVIE,,91,1973,0.0,7.0
12328,tm156330,Lone Wolf and Cub: Baby Cart at the River Styx,MOVIE,,81,1972,0.0,7.9
12339,tm130897,The Music Room,MOVIE,,100,1958,0.0,7.9
12456,tm97145,The Opposite Sex,MOVIE,,117,1956,0.0,6.1
12462,tm82449,Tokyo Olympiad,MOVIE,,170,1965,0.0,7.8
12484,tm1859,2 or 3 Things I Know About Her,MOVIE,,84,1967,0.0,6.6
12495,tm120171,Cleopatra Jones and the Casino of Gold,MOVIE,R,94,1975,0.0,5.7
12541,tm101387,Rodan,MOVIE,PG,72,1956,0.0,6.2
12563,tm51439,Late Autumn,MOVIE,,128,1960,0.0,8.0
12572,tm25678,Sunday in New York,MOVIE,,105,1963,0.0,6.7
12593,tm11801,Boys' Night Out,MOVIE,,115,1962,0.0,6.5
12625,tm81844,Juliet of the Spirits,MOVIE,,148,1965,0.0,7.5
12639,tm101680,Permanent Vacation,MOVIE,,75,1980,0.0,6.2
12646,tm56808,Primary,MOVIE,,60,1960,0.0,7.1
12690,tm96834,Samurai III: Duel at Ganryu Island,MOVIE,,105,1956,0.0,7.6
12710,tm149956,Hanzo the Razor: Sword of Justice,MOVIE,,94,1972,0.0,6.6
12769,tm73824,"War and Peace, Part II: Natasha Rostova",MOVIE,,93,1966,0.0,8.0
12791,tm74276,The War of the Gargantuas,MOVIE,G,90,1966,0.0,6.2
12795,tm83305,"Je, Tu, Il, Elle",MOVIE,,86,1976,0.0,6.7
12813,tm131671,"Ivan the Terrible, Part II: The Boyars' Plot",MOVIE,,86,1958,0.0,7.8
12821,tm110298,La Pointe-Courte,MOVIE,,80,1955,0.0,7.1
12835,tm110873,Lady Snowblood 2: Love Song of Vengeance,MOVIE,,89,1974,0.0,6.3
12888,tm98935,My American Uncle,MOVIE,PG,126,1980,0.0,7.6
12907,tm121885,Son of Godzilla,MOVIE,PG,86,1967,0.0,5.2
12926,tm40029,Look Back in Anger,MOVIE,,98,1959,0.0,7.0
12946,tm71397,All Monsters Attack,MOVIE,G,70,1969,0.0,3.9
12982,tm81703,Invasion of Astro-Monster,MOVIE,G,96,1965,0.0,6.2
13008,tm70124,"Ebirah, Horror of the Deep",MOVIE,PG,87,1966,0.0,5.5
13038,tm112171,Samurai II: Duel at Ichijoji Temple,MOVIE,,103,1955,0.0,7.3
13053,tm94918,Greased Lightning,MOVIE,PG,96,1977,0.0,6.3
13071,tm58585,Europe '51,MOVIE,,118,1952,0.0,7.4
13096,tm188620,The Soft Skin,MOVIE,,119,1964,0.0,7.5
13123,tm60583,The Entertainer,MOVIE,,96,1960,0.0,7.1
13142,tm16311,Hobson's Choice,MOVIE,PG,107,1954,0.0,7.8
13158,tm12185,The Murder of Fred Hampton,MOVIE,,88,1971,0.0,7.5
13179,tm74372,The Arrangement,MOVIE,R,125,1969,0.0,6.3
13194,tm121789,The Wings of Eagles,MOVIE,,110,1957,0.0,6.6
13251,tm116122,"War and Peace, Part III: The Year 1812",MOVIE,,82,1967,0.0,8.3
13268,tm10672,Merrill's Marauders,MOVIE,,98,1962,0.0,6.6
13287,tm187937,Charulata,MOVIE,,117,1964,0.0,8.1
13310,tm10388,Eva,MOVIE,PG,104,1962,0.0,6.4
13336,tm124443,Terror of Mechagodzilla,MOVIE,G,83,1975,0.0,6.1
13396,tm145899,"War and Peace, Part IV: Pierre Bezukhov",MOVIE,,97,1967,0.0,8.2
13428,tm106126,Sawdust and Tinsel,MOVIE,,93,1953,0.0,7.5
13439,tm187174,Hanzo the Razor: The Snare,MOVIE,,89,1973,0.0,7.0
13450,tm13792,Symbiopsychotaxiplasm: Take One,MOVIE,R,75,1968,0.0,7.2
13457,tm32893,Crisis: Behind a Presidential Commitment,MOVIE,,52,1963,0.0,7.8
13473,tm132905,On Moonlight Bay,MOVIE,,95,1951,0.0,7.0
13480,tm77906,The Coward,MOVIE,,70,1965,0.0,7.6
13486,tm79826,The Rite,MOVIE,,73,1969,0.0,7.0
13500,tm2553,Carol for Another Christmas,MOVIE,,84,1964,0.0,6.5
13538,tm188189,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,,89,1973,0.0,7.5
13561,tm156310,Lone Wolf and Cub: Baby Cart to Hades,MOVIE,PG,89,1972,0.0,7.5
13591,tm16341,Kill!,MOVIE,,115,1968,0.0,7.4
13607,tm17363,Beau Brummell,MOVIE,,113,1954,0.0,6.4
13619,tm112936,Hanzo the Razor: Who's Got the Gold?,MOVIE,,84,1974,0.0,6.5
13625,tm46666,The Grand Olympics,MOVIE,,142,1961,0.0,6.9
13656,tm113969,Lone Wolf and Cub: White Heaven in Hell,MOVIE,,83,1974,0.0,7.4
13672,tm122333,The Lost Honor of Katharina Blum,MOVIE,R,104,1975,0.0,7.3
13722,tm1834,A King in New York,MOVIE,G,104,1957,0.0,7.0
13742,tm119954,The X from Outer Space,MOVIE,PG,89,1967,0.0,4.8
13761,tm96848,The Olympics in Mexico,MOVIE,,160,1969,0.0,7.2
13804,tm37939,John Paul Jones,MOVIE,,126,1959,0.0,6.3
13829,tm79781,The Holy Man,MOVIE,,63,1965,0.0,7.0
13842,tm37990,First Man into Space,MOVIE,,77,1959,0.0,5.4
13872,tm86392,Satan's Brew,MOVIE,,113,1976,0.0,6.7
13897,tm120377,Time Without Pity,MOVIE,,88,1957,0.0,6.8
13929,tm156318,Lone Wolf and Cub: Baby Cart in Peril,MOVIE,,81,1972,0.0,7.5
13951,tm70261,The Elephant God,MOVIE,,120,1979,0.0,7.9
13960,tm82110,American Revolution 2,MOVIE,,76,1969,0.0,6.5
13966,tm364758,"IX Olympic Winter Games, Innsbruck 1964",MOVIE,,96,1964,0.0,6.3
13967,tm310755,Sapporo Winter Olympics,MOVIE,,168,1972,0.0,7.3
13977,tm312747,Games of the XXI Olympiad,MOVIE,,118,1977,0.0,6.4
13985,tm352015,"The VI Olympic Winter Games, Oslo 1952",MOVIE,,103,1952,0.0,6.0
14121,tm155787,GoodFellas,MOVIE,R,146,1990,0.0,8.7
14176,tm138000,Batman,MOVIE,PG-13,126,1989,0.0,7.5
14205,tm39601,Beetlejuice,MOVIE,PG,92,1988,0.0,7.5
14246,tm20356,Dirty Dancing,MOVIE,PG-13,100,1987,0.0,7.0
14287,tm18429,Moonstruck,MOVIE,PG-13,102,1987,0.0,7.1
14340,tm138875,When Harry Met Sally...,MOVIE,R,96,1989,0.0,7.7
14362,tm118854,Little Shop of Horrors,MOVIE,PG-13,94,1986,0.0,7.1
14385,tm155792,Teenage Mutant Ninja Turtles,MOVIE,PG,93,1990,0.0,6.7
14416,tm169972,Romancing the Stone,MOVIE,PG,106,1984,0.0,6.9
14444,tm56970,Krull,MOVIE,PG,116,1983,0.0,6.1
14493,tm178634,Top Secret!,MOVIE,PG,90,1984,0.0,7.2
14518,tm136048,Say Anything...,MOVIE,PG-13,100,1989,0.0,7.3
14529,tm38744,My Neighbor Totoro,MOVIE,G,86,1988,0.0,8.1
14560,tm2386,A Nightmare on Elm Street,MOVIE,R,91,1984,0.0,7.4
14610,tm23389,The Untouchables,MOVIE,R,119,1987,0.0,7.9
14643,tm120571,Peggy Sue Got Married,MOVIE,PG-13,99,1986,0.0,6.4
14691,tm59503,The Dead Zone,MOVIE,R,103,1983,0.0,7.2
14727,tm126876,St. Elmo's Fire,MOVIE,R,110,1985,0.0,6.3
14745,tm167341,Blood Simple,MOVIE,R,96,1984,0.0,7.6
14765,tm174079,"Paris, Texas",MOVIE,R,139,1984,0.0,8.0
14825,tm28826,Broadcast News,MOVIE,R,129,1987,0.0,7.2
14871,tm45681,Tootsie,MOVIE,PG,116,1982,0.0,7.4
14917,tm52994,Diner,MOVIE,R,110,1982,0.0,7.1
14969,tm155112,Dances with Wolves,MOVIE,PG-13,181,1990,0.0,8.0
14987,tm46135,The Big Chill,MOVIE,R,105,1983,0.0,7.1
15012,tm44004,Poltergeist,MOVIE,PG,114,1982,0.0,7.3
15068,tm126527,The Color Purple,MOVIE,PG-13,154,1985,0.0,7.7
15117,tm128346,Scanners,MOVIE,R,103,1981,0.0,6.7
15214,tm23477,Wall Street,MOVIE,R,126,1987,0.0,7.3
15254,tm130453,Time Bandits,MOVIE,PG,116,1981,0.0,6.9
15276,tm130740,Mad Max 2: The Road Warrior,MOVIE,R,91,1981,0.0,7.6
15292,tm127481,Police Story,MOVIE,PG-13,101,1985,0.0,7.5
15333,tm43389,Rain Man,MOVIE,R,133,1988,0.0,8.0
15364,tm155092,Joe Versus the Volcano,MOVIE,PG,98,1990,0.0,5.9
15419,tm173440,Gremlins,MOVIE,PG,106,1984,0.0,7.3
15459,tm21937,Fatal Attraction,MOVIE,R,119,1987,0.0,6.9
15499,tm153463,Days of Thunder,MOVIE,PG-13,107,1990,0.0,6.0
15522,tm154417,Pump Up the Volume,MOVIE,R,100,1990,0.0,7.2
15549,tm51170,The Dark Crystal,MOVIE,PG,93,1982,0.0,7.1
15585,tm50296,Risky Business,MOVIE,R,98,1983,0.0,6.8
15655,tm50355,The Right Stuff,MOVIE,PG,193,1983,0.0,7.8
15660,tm123706,My Dinner with Andre,MOVIE,PG,110,1981,0.0,7.7
15725,tm21072,Lethal Weapon,MOVIE,R,110,1987,0.0,7.6
15739,tm127046,The Last Dragon,MOVIE,PG-13,108,1985,0.0,6.8
15764,tm24043,Masters of the Universe,MOVIE,PG,106,1987,0.0,5.3
15797,tm124683,Tampopo,MOVIE,,115,1985,0.0,7.9
15822,tm140029,Kiki's Delivery Service,MOVIE,G,99,1989,0.0,7.9
15843,tm128153,Clash of the Titans,MOVIE,PG,118,1981,0.0,6.9
15883,tm152956,Presumed Innocent,MOVIE,R,122,1990,0.0,6.9
15908,tm119150,Back to School,MOVIE,PG-13,96,1986,0.0,6.6
15923,tm26610,Withnail & I,MOVIE,R,108,1987,0.0,7.6
15929,tm126477,The Pee-wee Herman Show,MOVIE,,58,1981,0.0,8.0
16009,tm53756,Coming to America,MOVIE,R,117,1988,0.0,7.1
16037,tm20552,Roxanne,MOVIE,PG,107,1987,0.0,6.6
16060,tm119266,Iron Eagle,MOVIE,PG-13,115,1986,0.0,5.4
16081,tm24506,The Witches of Eastwick,MOVIE,R,118,1987,0.0,6.5
16119,tm55174,Killer Klowns from Outer Space,MOVIE,PG-13,88,1988,0.0,6.1
16139,tm122972,Red Sonja,MOVIE,PG-13,89,1985,0.0,5.0
16180,tm124826,Arthur,MOVIE,PG,97,1981,0.0,6.9
16195,tm112018,The Hitcher,MOVIE,R,98,1986,0.0,7.2
16221,tm170523,Nausicaä of the Valley of the Wind,MOVIE,PG,118,1984,0.0,8.1
16315,tm19116,Wings of Desire,MOVIE,PG-13,128,1987,0.0,8.0
16344,tm25657,A Nightmare on Elm Street 3: Dream Warriors,MOVIE,R,96,1987,0.0,6.6
16378,tm117078,At Close Range,MOVIE,R,111,1986,0.0,6.9
16410,tm128879,A Room with a View,MOVIE,,117,1985,0.0,7.2
16431,tm2413,2010,MOVIE,PG,116,1984,0.0,6.7
16480,tm148396,My Blue Heaven,MOVIE,PG-13,97,1990,0.0,6.2
16506,tm169086,The Ice Pirates,MOVIE,PG,91,1984,0.0,5.6
16556,tm126659,Pale Rider,MOVIE,R,115,1985,0.0,7.3
16576,tm121105,Castle in the Sky,MOVIE,PG,124,1986,0.0,8.0
16607,tm21058,The Last Emperor,MOVIE,PG-13,163,1987,0.0,7.7
16641,tm154233,Gremlins 2: The New Batch,MOVIE,PG-13,106,1990,0.0,6.4
16661,tm136864,All Dogs Go to Heaven,MOVIE,G,89,1989,0.0,6.7
16696,tm123844,The Jewel of the Nile,MOVIE,PG,101,1985,0.0,6.1
16727,tm20408,Babette's Feast,MOVIE,G,102,1987,0.0,7.8
16764,tm154303,The Grifters,MOVIE,R,110,1990,0.0,6.9
16791,tm129369,A Nightmare on Elm Street Part 2: Freddy's Revenge,MOVIE,R,87,1985,0.0,5.4
16800,tm132147,For All Mankind,MOVIE,,80,1989,0.0,8.1
16819,tm114909,Armed and Dangerous,MOVIE,PG-13,88,1986,0.0,5.7
16846,tm130223,Runaway Train,MOVIE,R,111,1985,0.0,7.2
16858,tm164425,Bolero,MOVIE,R,105,1984,0.0,2.9
16874,tm153311,The Freshman,MOVIE,PG,102,1990,0.0,6.4
16904,tm132688,Tie Me Up! Tie Me Down!,MOVIE,NC-17,102,1990,0.0,7.0
16926,tm51354,Victor/Victoria,MOVIE,PG,134,1982,0.0,7.6
16946,tm48597,Police Story 2,MOVIE,PG-13,122,1988,0.0,7.1
17024,tm58978,Staying Alive,MOVIE,PG,93,1983,0.0,4.7
17060,tm155910,Tales from the Darkside: The Movie,MOVIE,R,93,1990,0.0,6.2
17109,tm57296,Fanny and Alexander,MOVIE,R,188,1982,0.0,8.1
17115,tm134485,The Adventures of Milo and Otis,MOVIE,G,76,1986,0.0,7.1
17146,tm50684,Sudden Impact,MOVIE,R,117,1983,0.0,6.6
17194,tm151966,Quigley Down Under,MOVIE,PG-13,119,1990,0.0,6.9
17207,tm138880,Little Monsters,MOVIE,PG,102,1989,0.0,6.0
17220,tm45687,The Toy,MOVIE,PG,102,1982,0.0,5.7
17249,tm1055,A Christmas Story,MOVIE,PG,93,1983,0.0,7.9
17304,tm149536,Europa Europa,MOVIE,R,112,1990,0.0,7.5
17312,tm114906,Down by Law,MOVIE,R,106,1986,0.0,7.7
17337,tm142895,Lean On Me,MOVIE,PG-13,108,1989,0.0,7.4
17354,tm139691,Who's Harry Crumb?,MOVIE,PG-13,94,1989,0.0,5.9
17386,tm142336,Lethal Weapon 2,MOVIE,R,114,1989,0.0,7.2
17454,tm156285,The Two Jakes,MOVIE,R,137,1990,0.0,6.1
17470,tm126481,Pennies from Heaven,MOVIE,R,108,1981,0.0,6.5
17506,tm20422,Au Revoir les Enfants,MOVIE,PG,105,1987,0.0,8.0
17539,tm46986,The Dead Pool,MOVIE,R,92,1988,0.0,6.2
17554,tm20855,Baby Boom,MOVIE,PG,110,1987,0.0,6.2
17590,tm156574,Metropolitan,MOVIE,PG-13,99,1990,0.0,7.3
17602,tm128245,Modern Problems,MOVIE,PG,89,1981,0.0,5.0
17625,tm115170,Mona Lisa,MOVIE,R,105,1986,0.0,7.3
17669,tm141928,A Nightmare on Elm Street: The Dream Child,MOVIE,R,89,1989,0.0,5.0
17691,tm143519,Harlem Nights,MOVIE,R,116,1989,0.0,6.0
17723,tm46512,Amityville II: The Possession,MOVIE,R,104,1982,0.0,5.5
17755,tm174462,Supergirl,MOVIE,PG,89,1984,0.0,4.4
17762,tm67089,L'Argent,MOVIE,,85,1983,0.0,7.4
17814,tm127121,The Falcon and the Snowman,MOVIE,R,132,1985,0.0,6.8
17854,tm164178,Moscow on the Hudson,MOVIE,R,115,1984,0.0,6.5
17868,tm174504,Stranger Than Paradise,MOVIE,R,89,1984,0.0,7.4
17932,tm156624,An Angel at My Table,MOVIE,R,158,1990,0.0,7.5
17946,tm125811,Desert Hearts,MOVIE,R,91,1985,0.0,7.0
17984,tm142209,Sweetie,MOVIE,R,97,1989,0.0,6.7
18004,tm162157,House Party,MOVIE,R,100,1990,0.0,6.4
18063,tm54669,Cocoon: The Return,MOVIE,PG,116,1988,0.0,5.4
18090,tm127587,The Chosen,MOVIE,PG,105,1981,0.0,7.1
18127,tm55992,Eating Raoul,MOVIE,R,87,1982,0.0,6.8
18141,tm47958,Vice Versa,MOVIE,PG,98,1988,0.0,5.9
18186,tm50644,Superman III,MOVIE,PG,125,1983,0.0,5.0
18188,tm132370,Whoopi Goldberg: Direct from Broadway,MOVIE,,75,1985,0.0,8.5
18201,tm57259,Smithereens,MOVIE,R,94,1982,0.0,6.8
18221,tm49208,Lady in White,MOVIE,PG-13,113,1988,0.0,6.5
18249,tm121599,Sweet Dreams,MOVIE,PG-13,115,1985,0.0,7.0
18259,tm138762,Roger & Me,MOVIE,R,91,1989,0.0,7.5
18313,tm20168,Superman IV: The Quest for Peace,MOVIE,PG,90,1987,0.0,3.7
18335,tm61779,Uncommon Valor,MOVIE,R,105,1983,0.0,6.3
18389,tm125547,The Official Story,MOVIE,,112,1985,0.0,7.7
18403,tm52234,Iron Eagle II,MOVIE,PG,98,1988,0.0,3.8
18423,tm125812,My Life as a Dog,MOVIE,,102,1985,0.0,7.6
18439,tm56245,Amityville 3-D,MOVIE,,105,1983,0.0,4.1
18453,tm175611,Under the Volcano,MOVIE,R,112,1984,0.0,6.9
18478,tm57120,Querelle,MOVIE,R,108,1982,0.0,6.6
18488,tm131259,The Care Bears Movie,MOVIE,G,89,1985,0.0,5.6
18538,tm132227,The Mighty Quinn,MOVIE,R,98,1989,0.0,6.0
18578,tm120284,Murphy's Law,MOVIE,R,100,1986,0.0,5.9
18614,tm124795,The French Lieutenant's Woman,MOVIE,R,124,1981,0.0,6.9
18628,tm120767,Jimi Plays Monterey,MOVIE,,50,1987,0.0,8.1
18663,tm131677,Head Office,MOVIE,PG-13,90,1985,0.0,5.4
18681,tm137570,Prancer,MOVIE,G,99,1989,0.0,6.4
18697,tm178667,The Times of Harvey Milk,MOVIE,,90,1984,0.0,8.2
18701,tm347032,One Year in a Life of Crime,MOVIE,,55,1989,0.0,7.7
18732,tm129640,Lola,MOVIE,R,113,1981,0.0,7.4
18766,tm146932,El Diablo,MOVIE,PG-13,115,1990,0.0,6.1
18775,tm176696,The Home and the World,MOVIE,,140,1985,0.0,7.5
18783,tm50643,My Brother's Wedding,MOVIE,,81,1983,0.0,7.1
18796,tm28893,I Was a Teenage Zombie,MOVIE,,91,1987,0.0,4.4
18831,tm145240,An Enemy of the People,MOVIE,,99,1990,0.0,7.3
18862,tm115400,Odd Jobs,MOVIE,PG-13,88,1986,0.0,4.5
18882,tm230325,Judgment,MOVIE,PG-13,90,1990,0.0,6.5
18897,tm657921,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",MOVIE,,30,1990,0.0,6.8
18918,tm347832,Calgary ’88: 16 Days of Glory,MOVIE,,202,1989,0.0,7.1
18930,tm749734,"Lyle, Lyle Crocodile: The Musical - The House on East 88th Street",MOVIE,,25,1987,0.0,8.1
18944,tm762332,Mike Mulligan and His Steam Shovel,MOVIE,,25,1990,0.0,7.7
18955,tm753096,Earthday Birthday,MOVIE,,30,1990,0.0,6.3
18992,tm184504,Jurassic Park,MOVIE,PG-13,127,1993,0.0,8.2
19043,tm23894,American Psycho,MOVIE,R,102,2000,0.0,7.6
19116,tm124634,The Player,MOVIE,R,124,1992,0.0,7.5
19165,tm124721,Army of Darkness,MOVIE,R,81,1992,0.0,7.4
19257,tm191716,Good Will Hunting,MOVIE,R,127,1997,0.0,8.3
19307,tm15897,Se7en,MOVIE,R,127,1995,0.0,8.6
19375,tm68909,The Truman Show,MOVIE,PG,103,1998,0.0,8.2
19441,tm8613,Terminator 2: Judgment Day,MOVIE,R,156,1991,0.0,8.6
19467,tm62241,The Mummy,MOVIE,PG-13,124,1999,0.0,7.1
19590,tm189434,The Fugitive,MOVIE,PG-13,127,1993,0.0,7.8
19657,tm119206,The Shawshank Redemption,MOVIE,R,142,1994,0.0,9.3
19698,tm108242,Twister,MOVIE,PG-13,113,1996,0.0,6.4
19728,tm130960,My Cousin Vinny,MOVIE,R,120,1992,0.0,7.6
19742,tm19313,Memento,MOVIE,R,113,2000,0.0,8.4
19838,tm191013,Boogie Nights,MOVIE,R,156,1997,0.0,7.9
19876,tm8927,Point Break,MOVIE,R,122,1991,0.0,7.2
19889,tm112614,Chungking Express,MOVIE,PG-13,98,1994,0.0,8.0
19927,tm10,The Matrix,MOVIE,R,136,1999,0.0,8.7
19992,tm27388,Miss Congeniality,MOVIE,PG-13,109,2000,0.0,6.3
20027,tm16284,Clueless,MOVIE,PG-13,97,1995,0.0,6.9
20105,tm193042,The Lost World: Jurassic Park,MOVIE,PG-13,129,1997,0.0,6.5
20187,tm113513,Dumb and Dumber,MOVIE,PG-13,107,1994,0.0,7.3
20247,tm109186,Romeo + Juliet,MOVIE,PG-13,120,1996,0.0,6.7
20281,tm128806,Unforgiven,MOVIE,R,130,1992,0.0,8.2
20293,tm18499,In the Mood for Love,MOVIE,PG,99,2000,0.0,8.1
20347,tm56574,You've Got Mail,MOVIE,PG,119,1998,0.0,6.7
20402,tm192037,Starship Troopers,MOVIE,R,129,1997,0.0,7.3
20428,tm123099,Reservoir Dogs,MOVIE,R,99,1992,0.0,8.3
20474,tm105127,The Birdcage,MOVIE,R,117,1996,0.0,7.1
20508,tm109444,Bottle Rocket,MOVIE,R,91,1996,0.0,6.9
20545,tm191766,Jackie Brown,MOVIE,R,154,1997,0.0,7.5
20598,tm54285,The Green Mile,MOVIE,R,189,1999,0.0,8.6
20654,tm192870,Speed,MOVIE,R,116,1994,0.0,7.3
20705,tm16927,Best in Show,MOVIE,PG-13,90,2000,0.0,7.4
20732,tm49650,The Wedding Singer,MOVIE,PG-13,95,1998,0.0,6.9
20761,tm17510,Friday,MOVIE,R,91,1995,0.0,7.2
20820,tm64924,Rounders,MOVIE,R,121,1998,0.0,7.3
20871,tm128715,Batman Returns,MOVIE,PG-13,126,1992,0.0,7.1
20928,tm65637,Rush Hour,MOVIE,PG-13,97,1998,0.0,7.0
20965,tm9322,Devil in a Blue Dress,MOVIE,R,102,1995,0.0,6.7
21015,tm21226,High Fidelity,MOVIE,R,113,2000,0.0,7.4
21027,tm13251,Fallen Angels,MOVIE,,99,1995,0.0,7.7
21063,tm15925,Sense and Sensibility,MOVIE,PG,136,1995,0.0,7.7
21103,tm107359,From Dusk Till Dawn,MOVIE,R,108,1996,0.0,7.2
21140,tm16069,Batman Forever,MOVIE,PG-13,122,1995,0.0,5.4
21148,tm41646,The Blair Witch Project,MOVIE,R,81,1999,0.0,6.5
21163,tm192569,Princess Mononoke,MOVIE,PG-13,134,1997,0.0,8.4
21203,tm55649,SLC Punk,MOVIE,R,97,1998,0.0,7.4
21237,tm61037,The Thirteenth Floor,MOVIE,R,101,1999,0.0,7.0
21282,tm114572,Airheads,MOVIE,PG-13,91,1994,0.0,6.1
21357,tm126913,Twin Peaks: Fire Walk with Me,MOVIE,R,135,1992,0.0,7.2
21449,tm190778,Batman & Robin,MOVIE,PG-13,125,1997,0.0,3.7
21472,tm189840,Much Ado About Nothing,MOVIE,PG-13,111,1993,0.0,7.3
21493,tm48053,Sliding Doors,MOVIE,PG-13,95,1998,0.0,6.7
21518,tm9571,Thelma & Louise,MOVIE,R,130,1991,0.0,7.5
21540,tm61715,Deep Blue Sea,MOVIE,R,105,1999,0.0,5.9
21575,tm7958,City Slickers,MOVIE,PG-13,114,1991,0.0,6.8
21594,tm9144,Welcome to the Dollhouse,MOVIE,R,88,1996,0.0,7.4
21618,tm189832,Batman: Mask of the Phantasm,MOVIE,PG,93,1993,0.0,7.8
21673,tm54441,Deep Impact,MOVIE,PG-13,120,1998,0.0,6.2
21721,tm122429,Four Weddings and a Funeral,MOVIE,R,117,1994,0.0,7.1
21728,ts4567,Coupling,SHOW,TV-14,29,2000,8.0,8.6
21776,tm61554,The X Files,MOVIE,PG-13,121,1998,0.0,7.0
21793,ts21034,InuYasha,SHOW,TV-14,25,2000,9.0,7.9
21857,tm59549,She's All That,MOVIE,PG-13,95,1999,0.0,5.9
21902,tm189764,Menace II Society,MOVIE,R,97,1993,0.0,7.5
21925,tm13330,Dead Man,MOVIE,R,121,1995,0.0,7.5
21936,tm192933,Funny Games,MOVIE,R,109,1997,0.0,7.5
21967,tm19648,The Perfect Storm,MOVIE,PG-13,130,2000,0.0,6.4
22039,tm111163,Eraser,MOVIE,R,115,1996,0.0,6.1
22058,tm191069,Selena,MOVIE,PG,127,1997,0.0,6.8
22086,tm189636,The Secret Garden,MOVIE,G,102,1993,0.0,7.3
22121,tm59928,The Faculty,MOVIE,R,104,1998,0.0,6.5
22185,tm125410,Malcolm X,MOVIE,PG-13,202,1992,0.0,7.7
22222,tm5859,The Fisher King,MOVIE,R,138,1991,0.0,7.5
22275,tm20110,How the Grinch Stole Christmas,MOVIE,PG,104,2000,0.0,6.2
22303,tm47510,Urban Legend,MOVIE,R,100,1998,0.0,5.6
22398,tm112659,Space Jam,MOVIE,PG,81,1996,0.0,6.5
22453,tm51916,Double Jeopardy,MOVIE,R,105,1999,0.0,6.5
22479,tm189324,Cronos,MOVIE,R,94,1993,0.0,6.7
22550,tm16724,Assassins,MOVIE,R,132,1995,0.0,6.3
22584,tm121965,Nobody's Fool,MOVIE,R,110,1994,0.0,7.3
22637,tm188529,The Pelican Brief,MOVIE,PG-13,141,1993,0.0,6.6
22719,tm191862,Cop Land,MOVIE,R,104,1997,0.0,7.0
22741,tm111589,Emma,MOVIE,PG,121,1996,0.0,6.6
22754,tm124259,The Lawnmower Man,MOVIE,R,108,1992,0.0,5.4
22812,tm113573,It Could Happen to You,MOVIE,PG,101,1994,0.0,6.4
22829,tm14046,Mighty Morphin Power Rangers: The Movie,MOVIE,PG,92,1995,0.0,5.1
22849,tm126118,The Crying Game,MOVIE,R,112,1992,0.0,7.2
22922,tm8446,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,PG,88,1991,0.0,6.0
22930,tm104131,Fly Away Home,MOVIE,PG,107,1996,0.0,6.9
22947,tm192833,Mimic,MOVIE,R,105,1997,0.0,6.0
22963,tm19016,Return to Me,MOVIE,PG,115,2000,0.0,6.9
22982,tm124134,Man Bites Dog,MOVIE,NC-17,95,1992,0.0,7.4
